Source,Target,Weight
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Pickup Truck,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532621997662404.jpg,4,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,NoSign,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Minivan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Sedan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Two-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622000262404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Sedan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Reduced,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Shadows,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622001662404.jpg,5,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,NoSign,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Minivan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Sedan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Construction Vehicles,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Two-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622003262404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Construction Vehicle,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622005762404.jpg,6,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,NoSign,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Minivan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Pickup Truck,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Construction Vehicles,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Two-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622007512404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Construction Vehicle,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Pickup Truck,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622010513662.jpg,7,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Construction,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Multiple,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Road Work,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Multi-directional with median,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Slowing Down,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011162404.jpg,5,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Unknown,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622011862404.jpg,7,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Construction,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Multiple,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Road Work,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Multi-directional with median,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Slowing Down,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622012412404.jpg,5,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Unknown,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622017762404.jpg,7,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Construction,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Partly Cloudy,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Road Work,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622019362404.jpg,4,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Sedan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622024362404.jpg,4,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Construction,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Partly Cloudy,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Road Work,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622028362404.jpg,4,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Few,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,SUV,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Sedan,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Parked,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622029412404.jpg,4,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Construction,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Partly Cloudy,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,1,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Not Clearly Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Road Work,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,False,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,One-Way,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Forward,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Moving,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Good,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,NoImpairments,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,Clear,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622031412404.jpg,4,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Industrial,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Daytime,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Overcast,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Dry,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,2,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,None,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Not Visible,1
n008-2018-07-26-12-13-50-0400__CAM_FRONT__1532622065262404.jpg,Multiple,1
